C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_122.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_122.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_122.jpg, 0, 0, 0, 7.818557E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_225.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_225.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_225.jpg, 0, 0, 0, 7.806673E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_330.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_330.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_330.jpg, 0, 0, 0, 7.806657E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_432.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_432.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_432.jpg, 0, 0, 0, 8.025891E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_535.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_535.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_535.jpg, 0, 0, 0, 7.790132E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_640.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_640.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_640.jpg, 0, 0, 0, 7.814969E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_742.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_742.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_742.jpg, 0, 0, 0, 7.908985E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_844.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_844.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_844.jpg, 0, 0, 0, 8.109145E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_27_945.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_27_945.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_27_945.jpg, 0, 0, 0, 7.784595E-05
C:\Users\mertunan\Desktop\selfdriving\Data\IMG\center_2022_04_15_23_11_28_052.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\left_2022_04_15_23_11_28_052.jpg, C:\Users\mertunan\Desktop\selfdriving\Data\IMG\right_2022_04_15_23_11_28_052.jpg, 0, 0, 0, 7.835039E-05
